ID	釋文
3455	絲緯 ， 牛一【j左“牛”右“票”】 犗齒九歲
3456	口口
3457	口口
3458	之之之
3459	
3460	來客主不
3461	
3462	傳
3463	甯伏地再拜請
3464	"
口口"
3465	
3466	口口口
3467	
3468	觻得騎口口
3469	長七尺二寸黑色
3470	一編
3471	
3472	甘露元年九月癸巳朔癸丑守令史壽叩
3473	口罷口口
3474	拜
3475	
3476	口稍南
3477	晝夜
3478	"丁 戊
亥 子"
3479	
3480	一匹
3481	肩水候
3482	之口口
3483	
3484	肩水金關口
3485	廷報敢言
3486	色黑目黑齒黑色齊居大水中
3487	官大車
3488	
3489	車一两牛二口以辛未入
3490	九月己亥出
3491	五石二斗四升
3492	口口口口再拜受受受受
3493	口受
3494	毋官狱徵事謁過所口口口
3495	"毋官獄徵事
口口口口口"
3496	長七尺四寸黑色
3497	肩水金關
3498	副
3499	"戊
戌"
3500	里范秦年
3501	口如律令/掾霸令史
3502	
3503	甚願請口
3504	石 ， 以食傳馬四匹一月
3505	左忠年卅八長
3506	口
3507	來口口
3508	口口守令史口口
3509	毋奈口
3510	口關
3511	正月
3512	乘董利年口口
3513	"口口口口
苛止如律令"
3514	口口宣為口
3515	里男子口口
3516	再拜請
3517	"口口口
足下"
3518	關
3519	口口
3520	口章詣大守府
3521	口我不口
3522	之謹口
3523	
3524	
3525	口口口泉亭
3526	里公乘吕逢年廿四長七尺二寸
3527	口口口口
3528	津金關毋苛留止敢
3529	口三年五月癸
3530	年七月戊申
3531	劍一楯一
3532	"乘
匹"
3533	以食使者八月食
3534	田卒
3535	口口口口口口口尊移過所
3536	
3537	口
3538	
3539	
3540	苛留止敢
3541	
3542	
3543	嗇夫口口
3544	
3545	
3546	
3547	口口口令侍
3548	肩水都尉府
3549	口之
3550	十一月
3551	口謁移過所
3552	幸甚
3553	
3554	金
3555	"    ， 五石弩
蘭二
    ， 三石弩"
3556	
3557	十二月
3558	
3559	具口
3560	口口口正月己丑付
3561	
3562	甲口
3563	
3564	子
3565	
3566	口
3567	五
3568	口乘馬
3569	
3570	敢言之三月己丑
3571	章曰共丞印
3572	口足下
3573	年卅三 ， 軺車一乘
3574	口錢五十口廿五
3575	"口口口足下
願以張千人"
3576	口口
3577	
3578	
3579	一匹車口口車二
3580	長
3581	
3582	口口口都里馬
3583	
3584	死罪死罪口口口
3585	
3586	
3587	之病口
3588	苛留口亡
3589	"丁 ， 幼卿之官
卯"
3590	口卅六丈二尺
3591	年卅
3592	口口
3593	"
甚"
3594	贊
3595	
3596	"              
新成邑右尉"
3597	"張張張張
張伏
张伏地"
3598	里張
3599	"張大守與從者陽里王得之自
毋苛留止如律敢言之
掾偃令史光佐"
3600	蓬隧
3601	本始元年正月
3602	  ，  錢
3603	肩水金闗
3604	金闗卒
3605	黃龍元年十一月己亥朔辛丑南鄉嗇夫賀敢言之曾氏族里公乘李錄年卅歲自言
3606	亭長楊渠為郡迎三年罷戍田卒張掖
3607	從者居延廣地里上造張青齒年十五黑色
3608	不蚤不莫得主君聞微肥乳黍飯清酒至主君所主君方
3609	"陽朔元年九月丙辰都鄉嗇夫佐
敢言之"
3610	觻得
3611	狀猛公乘觻得長壽里年卅二歲故肩水
3612	蒙平原里呂肩年卅
3613	尉事敢言之遣竹
3614	葆氐池安漢里男子馬閭
3615	月乙丑出
3616	薛氏建始四年正月辛丑
3617	年十八
3618	"肩水候施刑屬刪丹貧急毋它財物以償責府
令史不禁公令丁君房任賞從萬等貰賣狐"
3619	出鹽升九侖 ， 廩始安隧卒陳聖月食
3620	"尉外人所得印書
持印詣府"
3621	關倉出秋廩為
3622	高若干丈尺堞高若干丈尺厚若干尺并高若干丈尺
3623	九月壬戌出
3624	隧長湯敢
3625	牛車一兩
3626	肖强毋予皮毛疾以幣剛毋予脅疾以成
3627	"妻大女觻得安定里李年十九歲
子小男年三歲
                             出"
3628	"敢言之中里大夫數
從事當為傳謁移廷"
3629	如律令/援術守令史音
3630	永光五年九月吏民
3631	里辟兵年卌六
3632	"永光元年六月壬寅
橐他曲河亭長王"
3633	肩水金關
3634	"張延水稱印
金關
十二月辛巳以來"
3635	初元三年三月乙卯朔甲申倉嗇夫明以官
3636	傳封緱氏丞印五月廿五日入
3637	戍卒觻得成漢里公乘聊廣德年卅六
3638	屬國胡騎充國佰縣泉里呼淦年廿五 ， 長七尺五寸 ， 黑色 ，
3639	肩水都尉屬令狐賞葆蘭大昌里孫聖年廿八長七尺五寸 ， 黑色
3640	十月四日出·子男趙熹
3641	河東皮氏富里公乘蓋年廿八 ， 長七尺二寸
3642	戍卒河東皮氏平居里公乘陽安年卅二
3643	● 子曰必富小人也必貧小人也必貴小人也必賤小人也
3644	田卒河南郡京從里公乘青年卌三
3645	軺車一乘馬一匹， 刀劍各一
3646	永光五年計餘漆擣
3647	"
尉史光八月丁酉廚嗇夫"
3648	滎陽令印
3649	五鳳三年十二月癸卯朔乙
3650	馬一匹高六尺二寸齒九歲
3651	印行事移肩水金關
3652	河南縣西鄉大謝里公
3653	縣令游徼亭長郵正獄史
3654	戍卒南陽郡葉平定里公乘蘇信
3655	出賦錢二百九十
3656	居延卅井尉史亓益壽
3657	十月己卯復致籍
3658	"地節二年五月壬戌朔乙
軺車一乘"
3659	"                     榆樹四杏樹一栗樹一
延壽里田
                     四"
3660	年卌九 ， 車馬一乘
3661	" ， 五八四十 ， 四六廿四
五十四 ， 四八卅二 ，三六十八
九卌五， 三八廿四， 二六十二
    卅六 ， 二八十六，"
3662	"五十四
卌五
卅六"
3663	"              　　　 候史李賞
隧長王戎
            　　　  送囚  ，　卒"
3664	"黑色中卩　，　黑色　，　[類似“马”字的符號]
車一乘馬一匹"
3665	毋輸入
3666	大奴趙貴
3667	▂ 右三月八人
3668	對各有會
3669	"張掖廣地候印
正月甲辰騂北亭卒漢"
3670	"正月辛丑廣地
如律令/"
3671	"書卒自言責
如爰書"
3672	"塞尉通兼行
亭書到霸兼"
3673	史殷
3674	者治所長安
3675	關嗇夫吏
3676	關嗇夫賞
3677	伏地再拜請
3678	放賜蓋眾
3679	屋闌騎士長
3680	安邑萬年里公乘段
3681	當亡子平須臾也
3682	之法言不
3683	"賣則叩頭願少君爲賣不宜請少君
                                                                                             進
亭則幸甚幸甚謹使使奉書伏地再拜/少君足下 ， 季少君"
3684	"則伏地再拜請
少君足下屬見不敢陳辭因道以施恩少君毋它前則欲"
3685	免冠叩頭死罪死罪宿衛未有以稱職職事毋狀
3686	擧蓬佗以莫當隧以北和以蓬苣火燔積薪
3687	士吏候長隧長止至明
3688	祿福大穰里公乘徐裦年卌二
3689	"建平三年二月壬子朔乙亥陽武
居延謹案時毋官獄徵事當以"
3690	陽武丞印
3691	 ， 葆會水延年里大
3692	"爲家私使之居延願以令取
金關居延縣索關出入"
3693	迫關外毋禮物願少平因忍
3694	"
願少平故叩頭願少平"
3695	十頭遣路奉君
3696	觻得都里公乘
3697	錢物數敢拾遺物不詣廷
3698	九
3699	十步， 百廿步
3700	"正月壬子肩水關嗇
寫移如律令"
3701	"六月辛酉起
詣廣地各一"
3702	關嗇夫武
3703	蓬干
3704	"
出麥一，出麥七斗，國子侯麥計"
3705	關嗇夫
3706	"爲家私使居延願以
            苛留如律令
             如律令/"
3707	子曰大伯其可
3708	字子孫
3709	居延界中
3710	年廿四長七尺二寸黑色 ，  卩 ， 日
3711	汗以故
3712	"之不今莫
獨可衣之耳"
3713	朔庚午橐他候
3714	大尉肩水候官
3715	"三月十六日
北合檄一封"
3716	
3717	"月五日宿 ， 月八日留， 十一日
月六日留， 月九日留 ， 十二日來
月七日留 ， 月十日"
3718	"月十五日適 ，　廿七日宿昭武
留十月廿六日發書界上亭　，　廿八日宿昭武"
3719	名縣爵里年姓如牒
3720	橐他候印
3721	"皇帝璽書一封賜使伏虜居延騎千人光
制曰騎置馳行傳詣張掖居延使伏虜騎千人光所在毋留留二千石坐之
•從安定道　，　元康元年四月丙午日入時界亭驛小史安以來望行"
3722	•勞邊使者過界中費
3723	粱米八斗　，　直百六十
3724	即米三石　， 直四百五十
3725	羊二 ， 直五百
3726	酒二石 ，直二百八十
3727	鹽豉各一斗　，　直卅
3728	薺將畺　，　直五十
3729	•往來過費凡直千四百七十
3730	•肩水見吏廿七人　，　率人五十五
3731	止虜隧卒王不信革甲鞮瞀各一
3732	止虜隧卒孫赤革甲鞮瞀各一
3733	止虜隧卒石定革甲鞮瞀各一
3734	禁姦隧卒李綰革甲鞮瞀各一
3735	橐他令觻得常利里王福　，　子男王未央年十五歲
3736	河南郡雒陽充魚里張寬， 牛車一兩，弩一矢廿四劍一
3737	出麥一石四斗，以食喜山卒姚賜七月廿一日食
3738	年元平元年十二月，行
3739	永光三年三月丙戌朔癸丑肩水城奉移肩水金關助府
3740	"子
　　　　　范順子"
3741	"　　　　　　　　　　車一兩爲觻得騎士利成里留安國鄴載肩水倉麥小石卌五石輸居延
河南匽師西信里蘇解怒
　　　　　　　　　　弓一矢二枚劍一"
3742	東部候長孫卿治所
3743	假馬一匹案勒
3744	"鼻寒[Z左足右占]足數臥起據犀之炊鼻以四毒各一桯•肫鼻溫腹不滿[Z左足右占]足數臥起自抻陛犀之灌淳酒二薑桂△烏
半升烏喙毒各一刀刲并和以灌之"
3745	卩
3746	朱卿子蒐來記教告之使博士知車
3747	當隧燔一積薪從北方來又
3748	長辟木面各有數檄到延壽等
3749	檄右各寫方取財木日必具以檄言毋忽如律
3750	"                        張掖候印詣肩水都尉府
                         十二月戊子肩水塞尉其一封詣都尉府莫當卒柱以來
丁卯南書八封
                        十二月
                        正月壬辰南書六封其四檄二書莫當以來"
3751	眾居延安
3752	"獄徵事當得取傳謁移過所縣道
苛留止以律令從事敢言之"
3753	字子[上敖下力]軺車一乘用馬一匹，二月壬戌出
3754	濟陰郡廩丘石壽里左德
3755	綠綈一丈二尺直二百六十八率尺廿四，絮一斤直百七十
3756	青韋[餡右邊部份]一兩直百卌
3757	延年里大夫莊賢年五十長七尺二寸黑 ，軺車一乘馬一匹
3758	肩史謂尉當
3759	"                                       車一兩
河南雒陽西成里左世"
3760	定昌衣用迺九月中渡肩水河車反亡所取觻得丞傳今以令爲取傳謁移過所縣道關毋苛留敢言之/十一月乙丑朔癸未居延守丞右尉
3761	王卿
3762	伏地再拜請
3763	今吾年穀番孰百姓殷眾此吾逢時也而王弗用失某時矣臣聞時可失
3764	"獄至大守府絕匿房誼辭起居萬年不識皆故劾房誼失寇乏敢告之謹先以不當得告誣人律辯告乃更
今將告者詣獄長孟女已願以律移旁近二千石官治以律令從事敢言之"
3765	"月辛未朔壬申都鄉守嗇夫宗敢言之都尉庫佐
謹案戶籍臧鄉者並爵上造年廿四歲毋
律令敢言之
城騎千人 ， 臨丞循移"
3766	人
3767	騂北亭長歐槀矢銅鍭百
3768	張掖肩水候官塞有秩候長公乘殷禹 ， 元康三
3769	"十二月丁巳日且入時擧亭上一蓬表一至日入時
十二月戊午日平旦時橐他燔積薪日蚤食時"
3770	"見大黃弩以下百卅七
右完兵大折傷兵
弩長辟卅"
3771	"本始二年七月庚子朔丁酉庫嗇夫毋患行尉事
偕謹案奉宗┗憙毋官獄徵事當爲傳謁移過所
七月丁酉粱守丞左尉世移過所如律令"
3772	"房史子羽所屬予房者也告而留之
先以錢二千八百給房四月奉與房"
3773	"寸•承弦四其一黑弦狠靡解 ， 卒張安定弩[左巾右盾]一草
枲長弦一古絕 ，表幣
緹紺胡一緹長三丈五尺，卒陳遂弩[左巾右盾]一草
九尺九寸， 表幣
表"
3774	"                     大車一兩
里充"
3775	到宗兼行
3776	肩水候長
3777	
3778	枲八斤
3779	"敢言之長吏
二日日起居爲
敢言之"
3780	"移過所縣
章曰軍候之印 ， 正月壬"
3781	"                   觻得丞印
肩水金關"
3782	"息謹伏
予卿麥三石者臧夫人盡以爲餔不可得"
3783	便予錢息幸甚息伏地言關大麥石七十不
3784	"丁亥 ， 辛丑
戊子，壬寅
己丑，癸卯
庚寅，甲辰
             乙巳"
3785	語禮衣伯
3786	"其三石六斗九升二分
卅二石八斗二升粟"
3787	"槀矢五十 ， 靳
蘭一  ， 靳
蘭冠一"
3788	年秋以令射發矢十二中
3789	"司騎將
郡中謁"
3790	"戊申肩水城尉
縣爵里年姓"
3791	十二日積七十一人人六升
3792	徐翁仲貸穀小石
3793	日昏時付沙頭亭卒合
3794	官韋皮裘一領
3795	肩水守候 ， 以
3796	肩水亭長
3797	"張忠字子仲
    王充字少"
3798	巧
3799	吏偃乙亥盡甲申十日積十人人日
3800	罪死罪敢言之
3801	當隧長詡
3802	上大， 長壽長財
3803	"章曰張掖都尉章
肩水候官"
3804	候
3805	三人
3806	已得
3807	戍卒魏郡魏利陽里不更孫樂成年廿八
3808	河平元年十月丁酉斗食輸給執適隧長業章九月奉
3809	"                             其二人養
壬申卒廿二人
                              廿人運校盡戊寅積七日致校五百八十丈率出致五十八丈其一日沐治準"
3810	陽朔元年三月戊申朔己卯肩水候丹移昭武書
3811	戍卒鉅鹿郡南[蠻的上部份]西始孫義年卌四 ， 長七尺三寸黑色大刀一，有方一 ~
3812	出粟二石 ， 廩禁姦隧長王誼十二月食 ， [類似马字的寫法]
3813	關佐觻得定國里李信成，元平元年正月壬子除，將漕
3814	"陽朔元年五月丁未朔丁卯肩水候丹移觻得出穀付廄佐丁充食柱馬石斗如牒
書到願令史薄入六月四時報如律令 ， 已入"
3815	"伏地再拜
伏地再拜 ，請，令史臨尉史音"
3816	"正月癸巳肩水候房以私印行事告尉謂士史平候長章等
寫移書到除前書以後書品約從事毋忽如律令/尉史義"
3817	"                                                                   
正月丙寅溫守丞禹移過所縣邑侯國河津關如律令/令史常喜/令敞"
3818	成里上造薛廣年廿四，庸同縣武成里陳外年卅八  ， 丿
3819	騂北亭四道行書卒二人受迹候行書晨夜當不及凡七人乘亭十月盡十一月部有
3820	"                                                      [上亡下虫]矢百五十，蘭冠各一
戍卒東郡東阿高丘里程畢        承弦二 ， 靳干幡各一
                                                       枲長弦一"
3821	"元始元年八月丙戌朔壬子西部候史武敢言之謹
移吏卒廩名籍一編敢言之"
3822	朔四年十一月丁巳朔庚辰肩水候宗移橐佗就人載穀名
3823	守令史音
3824	地節二年九月庚申朔己巳尉史倉敢言之遣令史長生游
3825	候長居延西道里叔年卅 ， 始元二年五月辛未除見
3826	始元七年二月癸酉朔壬寅直二百孫子約六月畢入直平石一斗即有物故知責家中見在者趙季任
3827	"建昭三年三月丁巳朔乙亥迎受騎馬張掖郡中乘所占用馬一匹軺車一乘
都里不更金關毋苛留止如律令敢言之"
3828	三月庚辰鄭誼以來
3829	"移書到明白扁書鄉官亭里市里謁善令吏民皆知之督遣部吏捕部
界中得[左車（上）击（下）右殳]歸二千石以下反重事事當奏聞毋忽如律令
茂陵第八鄣候破胡等購錢"
3830	居延
3831	"
木木"
3832	"騂北亭長成歐與金關爲家室出入符從者觻得里孫偃
                                                               從者觻得里宣"
3833	出
3834	平中里宋充
3835	河南郡穀成陵里長奉親
3836	田卒淮陽郡固始成安里上造陳萬人年廿五
3837	出麥二斛二斗，以食右農田卒魏謁正月廿七日
3838	本始四年六月癸亥朔丁丑肩水候史廣成
3839	關樓內戶一 ，用板廣尺長七尺用四上下長六尺用四兩彭式長八尺用三枚
3840	八月言之縣縣當給麥毋使犁長卿毋麥大事事
3841	杼秋北陽里閭生
3842	肩水有女子今粟備願有記
3843	庚申朔庚申肩水士吏漢成敢言之謹移元康三年功勞一編謁上
3844	"橐佗吏奉五百， 
，
其卌六，
五十，"
3845	"出穈廿六石大石 ， 爲小石卌三石出穈小石十石，•凡出穀小石百一十八石六斗
出麥小石廿六石 ， •三斗六升六月食盡正月爲穀小石廿三石七斗 ， 元鳳五年十二月中付城尉李
麥小石十五石"
3846	"周長孫武斗，盧長卿五斗，孟卿五斗
爰長卿五斗，唐子文五斗，胡長卿五斗
樂長子五斗，朱長子五斗，孫宏叔五斗"
3847	"
鄉錢十萬三千三百五十四，孫子孟
鄉錢十九萬八千八百九錢游幸調出慶次公第八車漕轉出
•凡錢九十七萬一千八百七錢"
3848	"護與使者當宿稽落雞豚且毋殺使善糒米•到使急送此
騷除傳舍關門急護素婢"
3849	"願長孫稚卿視可辨者各自辨也•豈使卒
雞子六[左韭右？]一器使人持米雞豚之稽落告守候長益捕魚七八十"
3850	肩水候官
3851	"
塞吏二人付軺車一乘"
3852	槍卅
3853	"子子子子子子
子子子子子子"
3854	橐佗野馬隧吏妻子與金關關門爲出入符
3855	本始四年二月甲辰萬福隧長通光受司馬米二石二斗以廩平樂以南到如意
3856	元康三年四月辛卯候長長生
3857	"              庚 ， 已司馬行塞                       己
十六日
             寅 ，薄奉日入時           丑"
3858	出麥大石廿八石二斗 ， 元鳳四年十一月
3859	甲反
3860	敢具辭謹道前日中倩丈人言欲賣[上毘下四點水]
3861	積百廿人侶渠往來百廿里率人侶一里
3862	壽光以私印行丞事以令爲封
3863	"    其十三兩牛車
取 
     十五乘軺車"
3864	入居延轉車一兩穈大石二十五石
3865	東部候長遣
3866	車馬一乘劍一弩一矢
3867	從
3868	
3869	廩執適隧卒龍千秋二年十月己巳
3870	墼千六百卅率人百卌八奇
3871	弓一矢十六 ， 丿
3872	二歲
3873	金誠里誠程霸年亖十五
3874	取用之
3875	癸酉何發覺昌
3876	加平石一斗主任張小功任
3877	肩水候金關如律令
3878	書毋忽
3879	候長安眾
3880	卿
3881	伏地
3882	元鳳二年二月癸卯居延與金關爲出
3883	"                          許望薄出卒將
申朔丙申騂北亭長廣與卒"
3884	"廿帣在第三驛張良婦所
取以自廩薄入七月毋"
3885	記予
3886	弩一矢十二劍一
3887	"十一月己酉十二月辛酉出金關北
長孫"
3888	史
3889	出麥十石八斗
3890	"槀[上亡下虫]矢銅鍭四百五十•右卒兵
革甲鞮瞀各四
有方一"
3891	見
3892	君夫人近衣幸酒食
3893	"今者使卒充書
遣"
3894	弩一矢十二
3895	食過客八斗一升•凡
3896	"子要虜隧長益
一編敢言之"
3897	"請
迫高長卿有少酒願"
3898	"初元二年四月庚寅朔辛卯西鄉嗇夫
郡中謹案程毋官獄徵事當爲"
3899	章曰熒陽令印
3900	"孫當從居延來唯卿卿張護成當責會水津吏胡稚卿
來其主責成急長孫知之前成過自責之不得一錢"
3901	"舍戶卩
塢前垣不塗治卩，落端不離卩，河上舍
垣北不除卩，河中毋天田卩，蘭樓幣
壞卩，[外广内干]呼二所卩，"
3902	"都里定橐佗
便里黃魁疾
都里王倩
里尹庚"
3903	"敢言之/尉史賢
如律令/援武令史審"
3904	"           一封張掖大守 ， 府
封  其三付張掖司馬章一詣居延
            其一付平襄令印詣居延"
3905	鴻嘉二年十月
3906	長印
3907	"八，二，茹十斤，馬矢六石
長椎一，三 ，芳一斤，煙造四
棓椎四，三，四斗，沙造二
連椎四，，牛頭石卌，破釜一所"
3908	願南部東部
3909	周卿足下
3910	"步光伏地
請"
3911	"
吏行塞不審何"
3912	已請買鑡并歸叩
3913	北部
3914	丁丑日卒二人作墼百卅，一人
3915	•凡出磨六十石
3916	受六月甲子餘穀十石一斗七升二分
3917	同年卅七歲長
3918	長郭奴，戶十
3919	頌
3920	"壬子一日丨，甲戌廿三日丨
癸丑二日丨，乙亥廿四日丨
甲寅三日丨，丙子廿五日丨"
3921	
3922	申屠安世
3923	魏郡[外广内干]丘臨豪里大夫
3924	槀矢少廿五
3925	"津關毋留止如律令敢言之
正月辛巳隱園長丞謁移過所毋留"
3926	印曰隱園印
3927	" ，一尉渠
爲欲邊福頭，數召
目絕"
3928	"錢審
車萬錢何也善牝牡所知也"
3929	"
願東
持索之東"
3930	"薄酒五錢濃酒十
買五千繩買"
3931	過所縣邑侯國以律令從事
3932	南書一封居延都尉章詣張掖大守府十月戊子起，十月庚戌夜人定五分騂北受莫當
3933	田卒陳留郡濟陽臨里簪褭戎延年年廿五
3934	子小女徵君年三歲黑色
3935	出賦錢六百，給臨莫隧長業
3936	永鄉二永
3937	卅一長七尺二寸黑色，色色色色色色色，六月丙戌入
3938	入東部卒閣錢萬二千 ， 建平
3939	入東二千
3940	出麥一石七斗四升以食
3941	累下隧長居延遮虜里共藉
3942	馬一匹駣牡齒八歲高六尺
3943	槀矢四百卅六枚
3944	"卒承弦四
卒靳干幡各三"
3945	建樂牛一黑碩犗車一兩
3946	延不監部客出觻得私留擅去官三宿以上自
3947	自爲奈何乃牡齒調曰索牘絕
3948	亭見卒一人四道
3949	"吏三人      軺車七乘
      凡十人
人      馬八匹"
3950	乘馬一匹騂牡齒八歲
3951	積卅人守園
3952	卿從官
3953	溫鄭武里王恭年卅歲長七尺五寸
3954	年九月戊戌朔戊申尉史陽付佐前
3955	圉樂成里黃竟年廿四公乘
3956	肩水候官令史拓塞候房
3957	居延市陽里謝定國年廿五
3958	會水未央里張未央 ， 牛
3959	色，△，軺車一乘馬一匹弓一矢廿
3960	劍一大刀一
3961	•都尉舍器藉
3962	■右所市，直四千二百五十三，付
3963	牛車一兩
3964	河內郡波縣對里宦順年廿五，大車
3965	百八十，騂北卒百五十
3966	四石
3967	進進進
3968	"錢
隧長大昌里"
3969	李德
3970	出麥五石八斗三升
3971	二月辛酉入
3972	本始二年五月乙酉朔庚
3973	掾光
3974	當隧卒未央書
3975	觻得成漢里張年卌六，牛車一兩
3976	"利里曹定國等二人先以證財物不以實律辨
證所言它如爰書敢言之"
3977	敢言之
3978	
3979	"四其二完二幣
三其二完一幣"
3980	出錢千二百，以給士吏相六月奉
3981	留
3982	在弘幸甚
3983	河中未渡天田斷縣二所
3984	元年七月戊午入
3985	肩水金關
3986	戍卒淮陽國陽
3987	"敢言之尉
十二月癸巳"
3988	章曰緱氏
3989	" 十四石
艻七斗，十四石"
3990	律令∕令史靜
3991	六副劍一循一
3992	"
渠當責東門子"
3993	二月乙丑居延令勝之守丞右尉丙寅
3994	戍卒梁國睢陽某里公乘王甲年若干
3995	甲寅，乙卯，丙辰，丁巳，戊午，己未，庚申，辛酉
3996	
3997	•冣
3998	，五月丙
3999	縑十三匹
4000	戍卒淮陽郡城父甯里劉畢
4001	壙野隧卒夏則，△
4002	居延始至里曹緞年廿長七尺四寸黑色，牛車一兩
4003	•肩水官候建昭元年十月旦具簿
4004	廩畢已書實敢言之
4005	淮陽郡甯平高里李弘
4006	•前七百五十•後六百
4007	"年二月奉用錢千二百
賦錢千二百"
4008	居延始至王成年卌
4009	戍卒濟陰郡冤句庠復里
4010	醫胥文四下方騧駠[Z外尸内干]不騧久左腸甘
4011	地節五年三
4012	厲士之力
4013	觻得春奈里王定國
4014	有方一
4015	檄一封四月
4016	佐忠
4017	齒至旦日臥不起
4018	十二月庚寅佐充封
4019	移吏卒驛馬小史廩致
4020	候史輔
4021	出榖六石三斗少
4022	二完卅七幣
4023	五鳳二年三月廣地省卒
4024	麥卅七石三斗，偷廣地，已移
4025	匹匹日食一斗二升
4026	"                                 其卌八石麥
百四石四斗六升
                                 二百五十六石"
4027	"
卅六，廿四
廿七，十六
十八，廿五"
4028	"
奉謁伏地再"
4029	"子，
更，"
4030	十月丙戌嗇夫成出
4031	■右故水門隧長尹野•凡直三千
4032	延錢百迫昨亡
4033	"            三月丁酉
九寸
       南入"
4034	"嗇夫豐入
夫豐"
4035	•東部•地節三年十
4036	所將廩車吏家
4037	"再
近衣強食毋自易"
4038	門大夫更申逢幸甚幸甚非
4039	
4040	辛酉西鄉有
4041	皆自言爲家私
4042	年廿
4043	然浴浴然造造
4044	讎襲二領七百六
4045	"
徐稚卿"
4046	檄到趣
4047	史充受教告
4048	見折傷牛車簿
4049	•本始四年五月吏出府所罷卒帛及送兵計出名籍
4050	前調送詔獄囚檄到常利等趣逐捕以遣
4051	"，
枚，始元七年閏月己未長世臨"
4052	張掖肩水候史糞土
4053	屬宋萬元
4054	"                                          未得元鳳五年
居延東鄉嗇夫陽里王青
                                         已得河內第"
4055	居延都田佐呂辟兵年卅五
4056	長卿長孫足下今者李長
4057	進
4058	淮陽郡圉宣里宋樂
4059	"年正月盡三月積三月奉用錢千
六輩廿兩帛三匹二丈六尺七寸直九百"
4060	長平舒里牟霸
4061	要虜卒徐強
4062	日戊申平
4063	"枲長弦一，二
槀矢百，曲旃一
        緹紺胡各一"
4064	"       弓一矢廿
兩
       劍一"
4065	出麥千束付張子功
4066	■右第六車
4067	行丞事敢告居延
4068	戍卒東郡離狐邑富聚里不更孫千秋年
4069	第七車卒張[Z左角右灌的右部]
4070	"四百卌
六十"
4071	受降隧有方一用緹五寸
4072	
4073	井東
4074	戍卒淮陽國陽夏年廿八，長七尺二寸黑色
4075	"居延令脂錢直三百
                                       
守令史臨"
4076	年廿五
4077	人年廿三，劍一
4078	"                                           ，革甲鞮瞀各一
[上亡下虫]矢百五十
                                      服一"
4079	"靳干
革甲鞮瞀各四"
4080	
4081	四月辛卯熒陽
4082	"杜長孟
王佻君"
4083	年廿六，丿
4084	七十四
4085	代張[Z左亻右遣]
4086	上書事當
4087	夫忠
4088	
4089	年卅三公乘，長七尺二寸黑色，丨
4090	臨界亭九里
4091	輔素不知錢它始
4092	三月辛未除見
4093	五月辛巳朔癸丑相
4094	五鳳四年五月庚辰
4095	見見無
4096	常謁報治所敢言
4097	奏田長實
4098	去病伏地再拜多問
4099	[Z左米右翟]之石百卅
4100	馬
4101	簪褭解事年卅五不更
4102	八月己卯出
4103	坐五斛
4104	肩水金關，十月己亥以來
4105	"萬福繩十丈
肩水候官行者走"
4106	迹到平樂隧隧
4107	檄右放
4108	譙東里徐霸
4109	伏下地
4110	四月庚
4111	叩頭死死罪
4112	"酒八
于"
4113	"餔時騂北卒
日入時付沙頭"
4114	受，
4115	書一封
4116	
4117	"酒一
鹽二"
4118	以私印行事
4119	戊申迹毋越塞出入迹
4120	書一封居延都
4121	
4122	陵丞印
4123	
4124	貰大里
4125	田卒梁國睢陽朝里寇遂年卅二，庸同縣丞全里張遂年廿八
4126	"敢負長卿也即令宮負長卿長卿齓宮頭宮不敢言身死尚有餘
人口人口別離入宮不敢負長卿也長卿即胃少君女何不得狀也義"
4127	"負長卿也願長卿有辭乃以從事田子卿
語狀"
4128	令忘也成子帶幸甚幸甚陳子惠丈人急來毋恙
4129	"張子賓
書奏"
4130	出八月麥五石四斗付時長兄
4131	月甲午視事
4132	五升大米爲粟九升
4133	絳蓮勺嗇夫弘主
4134	"蘭冠各三
五十，服三
靳干幡各四"
4135	西鄉廣漢里張光口一
4136	五石弩
4137	夫陶里張武
4138	臨之隧卒郭帶
4139	驩喜隧卒黃小
4140	長七尺二寸黑色，牛車一兩弩二矢五十粟
4141	屬女子左[Z左系右剽]疑在界
4142	十人
4143	漢里呂道年卅五
4144	傅年廿四
4145	直廿五，
4146	"
律令敢言之"
4147	日日入五分
4148	右濩薪居家使
4149	宜春里公
4150	陽夏馬成里周柱
4151	徐霸年卅二
4152	肩水金關
4153	章曰居延都尉
4154	長安國敢言
4155	易爲彊漢隧長
4156	七尺二寸黑色
4157	絕不如期
4158	見其先
4159	賣
4160	國國當出候記到
4161	馬一匹劍一弓一矢卅
4162	拓二斗二升
4163	上書一封/騎置馳行上  /行
4164	常亭長惲免冠叩頭死罪死罪閒者吏卒
4165	子君人代，王子春舍
4166	毋城倉薪去
4167	見
4168	持記定國得閒
4169	斗一升大
4170	一封十二月庚戌日甲
4171	丙
4172	援
4173	利里費賢
4174	出茭萬二千四百五十束以食騎士力牛六
4175	田卒梁國睢陽汴陽里牛充
4176	廣利隧長妻大女夫，牛車一兩
4177	朔辛亥將濟令勝付第二丞，富
4178	"
始元五年三月丁巳除，已得都內賦錢千八十"
4179	守令史得意買脂廿四斤爲丞相援王
4180	下邑柏里米實
4181	田卒淮陽郡圉翟里祁道年廿五
4182	牛一青犗齒九歲[Z潔的右邊部份]八尺五寸左斬肩上
